id,name,price,image_url
91,opula lingettes de nettoyage d'écran et,6000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/489103/1.jpg?6206
92,ensemble mini clavier sans fil +,8120,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/968713/1.jpg?9841
93,"lecteur de carte usb 2.0, appareil",4750,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/717813/1.jpg?8649
94,puissant microphone filaire professionnel à bobine,12064,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/254813/1.jpg?0633
95,puissant microphone filaire professionnel à bobine,12825,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/733213/1.jpg?7533
96,câble de charge rapide de type,8359,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/835603/1.jpg?0609
97,câble de disque dur mobile mécanique,2065,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/906692/1.jpg?5259
98,"clavier sans fil bluetooth, compatible avec",3052,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/607182/1.jpg?0324
99,"ventilateur de refroidissement pour téléphone portable,",7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/233813/1.jpg?1044
100,casque de jeu supra-auriculaire avec rétroéclairage,8330,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/137003/1.jpg?5986
101,partagez ce produit puissant microphone filaire,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/535713/1.jpg?7324
102,"orico clé usb 3.0 32 go,",8425,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/420913/1.jpg?5363
103,"enceintes pc, alimentées par usb, filaires,",6650,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/672813/1.jpg?4064
104,support de plaquettes pcb de téléphone,7500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/225513/1.jpg?2143
105,lampe de secours rechargeable extra lumineux,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/945713/1.jpg?7367
106,carte mémoire pour téléphone portable de,3297,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/542002/1.jpg?1485
107,pince à sertir câble réseau lan,5000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/602192/1.jpg?4456
108,tf1 carte mémoire pour téléphone portable,3200,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/838241/1.jpg?7571
109,carte mémoire pour téléphone portable de,2699,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/682002/1.jpg?6544
110,amplificateur vidéo d'écran de téléphone 3d,8965,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/492441/1.jpg?4734
111,carte mémoire pour téléphone portable de,3299,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/678721/1.jpg?0850
112,logitech casque logitech g435 lightspeed sans,63000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/123872/1.jpg?5091
113,"loupe d'écran, amplificateur, agrandisseur d’écran +",9400,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/288991/1.jpg?9254
114,carte mémoire pour téléphone portable de,3059,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/115002/1.jpg?9408
115,câble de charge rapide de type,7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/987992/1.jpg?3730
116,câble de conversion otg pour téléphone,3000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/117713/1.jpg?5064
117,câble de charge rapide de type,7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/287992/1.jpg?5705
118,amplificateur vidéo d'écran de téléphone 3d,16500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/501441/1.jpg?3397
119,mode contrôleur sans fil bluetooth bsp,35250,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/610913/1.jpg?4401
120,adaptateur de lecteur de carte sd/tf3.0,12500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/880813/1.jpg?8971
121,lecteur de cartes otg 3-en-1 usb,1400,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/752713/1.jpg?9903
122,sans fil bluetooth clavier applicable téléphone,3598,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/029662/1.jpg?9725
123,10’‘sans fil bluetooth clavier applicable téléphone,3271,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/339003/1.jpg?2228
124,clignotant led mignon chat oreilles casque,5600,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/124152/1.jpg?7214
125,câble de charge rapide de type,4275,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/770813/1.jpg?3819
126,richripple micro-cravate sans fil enregistrement audio-vidéo,2815,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/425103/1.jpg?2522
127,stylet universel à la fois pour,7307,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/515562/1.jpg?3425
128,"adaptateur usb c vers usb 3.0,",2650,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/643472/1.jpg?2479
129,lecteur de carte 4-en-1 otg usb,3990,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/963313/1.jpg?2154
130,vic clavier et souris bluetooth sans,8450,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/107762/1.jpg?3401
131,opula lingettes de nettoyage d'écran et,6000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/489103/1.jpg?6206
132,ensemble mini clavier sans fil +,8120,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/968713/1.jpg?9841
133,"lecteur de carte usb 2.0, appareil",4750,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/717813/1.jpg?8649
134,puissant microphone filaire professionnel à bobine,12064,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/254813/1.jpg?0633
135,puissant microphone filaire professionnel à bobine,12825,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/733213/1.jpg?7533
136,câble de charge rapide de type,8359,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/835603/1.jpg?0609
137,câble de disque dur mobile mécanique,2065,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/906692/1.jpg?5259
138,"clavier sans fil bluetooth, compatible avec",3052,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/607182/1.jpg?0324
139,"ventilateur de refroidissement pour téléphone portable,",7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/233813/1.jpg?1044
140,casque de jeu supra-auriculaire avec rétroéclairage,8330,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/137003/1.jpg?5986
141,partagez ce produit puissant microphone filaire,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/535713/1.jpg?7324
142,"orico clé usb 3.0 32 go,",8425,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/420913/1.jpg?5363
143,"enceintes pc, alimentées par usb, filaires,",6650,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/672813/1.jpg?4064
144,support de plaquettes pcb de téléphone,7500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/225513/1.jpg?2143
145,lampe de secours rechargeable extra lumineux,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/945713/1.jpg?7367
146,carte mémoire pour téléphone portable de,3297,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/542002/1.jpg?1485
147,pince à sertir câble réseau lan,5000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/602192/1.jpg?4456
148,tf1 carte mémoire pour téléphone portable,3200,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/838241/1.jpg?7571
149,carte mémoire pour téléphone portable de,2699,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/682002/1.jpg?6544
150,amplificateur vidéo d'écran de téléphone 3d,8965,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/492441/1.jpg?4734
151,carte mémoire pour téléphone portable de,3299,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/678721/1.jpg?0850
152,logitech casque logitech g435 lightspeed sans,63000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/123872/1.jpg?5091
153,"loupe d'écran, amplificateur, agrandisseur d’écran +",9400,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/288991/1.jpg?9254
154,carte mémoire pour téléphone portable de,3059,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/115002/1.jpg?9408
155,câble de charge rapide de type,7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/987992/1.jpg?3730
156,câble de conversion otg pour téléphone,3000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/117713/1.jpg?5064
157,câble de charge rapide de type,7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/287992/1.jpg?5705
158,amplificateur vidéo d'écran de téléphone 3d,16500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/501441/1.jpg?3397
159,mode contrôleur sans fil bluetooth bsp,35250,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/610913/1.jpg?4401
160,adaptateur de lecteur de carte sd/tf3.0,12500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/880813/1.jpg?8971
161,lecteur de cartes otg 3-en-1 usb,1400,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/752713/1.jpg?9903
162,sans fil bluetooth clavier applicable téléphone,3598,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/029662/1.jpg?9725
163,10’‘sans fil bluetooth clavier applicable téléphone,3271,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/339003/1.jpg?2228
164,clignotant led mignon chat oreilles casque,5600,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/124152/1.jpg?7214
165,câble de charge rapide de type,4275,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/770813/1.jpg?3819
166,richripple micro-cravate sans fil enregistrement audio-vidéo,2815,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/425103/1.jpg?2522
167,stylet universel à la fois pour,7307,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/515562/1.jpg?3425
168,"adaptateur usb c vers usb 3.0,",2650,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/643472/1.jpg?2479
169,lecteur de carte 4-en-1 otg usb,3990,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/963313/1.jpg?2154
170,vic clavier et souris bluetooth sans,8450,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/107762/1.jpg?3401
171,opula lingettes de nettoyage d'écran et,6000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/489103/1.jpg?6206
172,ensemble mini clavier sans fil +,8120,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/968713/1.jpg?9841
173,"lecteur de carte usb 2.0, appareil",4750,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/717813/1.jpg?8649
174,puissant microphone filaire professionnel à bobine,12064,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/254813/1.jpg?0633
175,puissant microphone filaire professionnel à bobine,12825,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/733213/1.jpg?7533
176,câble de charge rapide de type,8359,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/835603/1.jpg?0609
177,câble de disque dur mobile mécanique,2065,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/906692/1.jpg?5259
178,"clavier sans fil bluetooth, compatible avec",3052,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/607182/1.jpg?0324
179,"ventilateur de refroidissement pour téléphone portable,",7000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/233813/1.jpg?1044
180,casque de jeu supra-auriculaire avec rétroéclairage,8330,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/137003/1.jpg?5986
181,partagez ce produit puissant microphone filaire,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/535713/1.jpg?7324
182,"orico clé usb 3.0 32 go,",8425,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/420913/1.jpg?5363
183,"enceintes pc, alimentées par usb, filaires,",6650,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/672813/1.jpg?4064
184,support de plaquettes pcb de téléphone,7500,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/225513/1.jpg?2143
185,lampe de secours rechargeable extra lumineux,13205,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/945713/1.jpg?7367
186,carte mémoire pour téléphone portable de,3297,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/542002/1.jpg?1485
187,pince à sertir câble réseau lan,5000,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/602192/1.jpg?4456
188,tf1 carte mémoire pour téléphone portable,3200,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/838241/1.jpg?7571
189,carte mémoire pour téléphone portable de,2699,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/682002/1.jpg?6544
190,amplificateur vidéo d'écran de téléphone 3d,8965,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/492441/1.jpg?4734
191,carte mémoire pour téléphone portable de,3299,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/678721/1.jpg?0850
